user_id,total_spent,total_items_played,percent_recommended
76561198048192342,1854678.3,7,0.0
76561198048203900,5058217.8,2,0.0
76561198048217230,21219853.5,7,0.0
76561198048227123,17616025.7,35,0.0
76561198048227297,370828205.2,117,3.418803418803419
76561198048229547,150526293.5,102,0.0
76561198048230501,415103964.0,230,3.4782608695652173
76561198048230553,398710430.3,122,0.0
76561198048230649,85901636.7,54,0.0
76561198048230743,0.0,0,0.0
76561198048234417,0.0,0,0.0
76561198048237269,196439403.7,45,0.0
76561198048237995,7024139.1,17,0.0
76561198048240622,369675413.7,169,0.591715976331361
76561198048241075,38880639.699999996,45,0.0
76561198048246554,102756561.6,53,1.8867924528301887
76561198048247308,1067337.8,2,0.0
76561198048247974,225785471.6,103,0.0
76561198048248287,480437302.5,152,0.6578947368421052
76561198048248336,8449481.0,15,0.0
76561198048249338,27393810.8,13,0.0
76561198048249388,1054944.0,8,0.0
76561198048251902,187389225.0,73,0.0
76561198048253002,196688270.5,67,7.462686567164178
76561198048256508,0.0,0,0.0
76561198048259980,1129869374.2,404,0.24752475247524752
76561198048261122,91761636.8,53,3.7735849056603774
76561198048275331,0.0,0,0.0
76561198048282659,0.0,0,0.0
76561198048289641,428670.9,1,0.0
76561198048289869,0.0,3,0.0
76561198048289897,90484490.4,45,0.0
76561198048289927,66695615.099999994,34,0.0
76561198048291709,0.0,0,0.0
76561198048292861,146865861.1,115,0.0
76561198048292871,40140152.3,37,0.0
76561198048295155,3393154.1,9,0.0
76561198048295371,0.0,0,0.0
76561198048296183,0.0,1,0.0
76561198048298229,11489429.299999999,19,0.0
76561198048302807,19737596.1,33,0.0
76561198048303696,28659748.4,39,0.0
76561198048304284,266011.3,1,0.0
76561198048305578,0.0,0,0.0
76561198048308174,0.0,0,0.0
76561198048309002,8764068.7,17,0.0
76561198048309514,3412008.4,7,0.0
76561198048309884,0.0,0,0.0
76561198048310544,69367977.5,11,0.0
76561198048311062,42535936.3,22,0.0
76561198048312212,49539727.4,41,2.4390243902439024
76561198048312286,15700736.399999999,19,0.0
76561198048312516,0.0,0,0.0
76561198048312520,1505225.9,7,0.0
76561198048315303,0.0,0,0.0
76561198048316244,0.0,0,0.0
76561198048317562,0.0,4,0.0
76561198048320483,4476213.0,25,0.0
76561198048334447,16450008.0,35,0.0
76561198048334813,358659670.9,216,0.9259259259259258
76561198048335513,170599728.3,84,0.0
76561198048336459,0.0,0,0.0
76561198048339806,147395750.1,74,0.0
76561198048346071,104377014.60000001,66,1.5151515151515151
76561198048348337,254548486.1,165,4.242424242424243
76561198048349168,55113875.8,26,0.0
76561198048350497,44505229.2,28,0.0
76561198048350499,956921.2999999999,4,0.0
76561198048350991,56361484.0,47,4.25531914893617
76561198048351944,51840418.7,20,0.0
76561198048352089,50954.5,2,0.0
76561198048353577,84466728.7,52,3.8461538461538463
76561198048353879,14821618.0,8,0.0
76561198048354078,536606448.3,142,0.0
76561198048354323,38212121.1,31,0.0
76561198048355417,0.0,0,0.0
76561198048357969,131205349.6,63,1.5873015873015872
76561198048358239,59808784.699999996,31,0.0
76561198048363380,105761873.8,36,0.0
76561198048363750,367249888.0,153,0.6535947712418301
76561198048364521,0.0,0,0.0
76561198048364688,132077507.39999999,63,0.0
76561198048365774,59995698.980000004,41,0.0
76561198048366344,14274505.2,5,0.0
76561198048366348,10994.5,2,0.0
76561198048368056,92994583.1,69,0.0
76561198048368674,0.0,0,0.0
76561198048369310,106659985.7,71,0.0
76561198048369498,135265440.4,60,0.0
76561198048370750,16588955.700000001,30,0.0
76561198048370828,288693149.2,115,1.7391304347826086
76561198048373117,21378613.999999996,22,0.0
76561198048374375,57273951.7,35,0.0
76561198048376894,158360159.5,54,3.7037037037037033
76561198048395763,125623229.5,42,0.0
76561198048396795,39354189.6,31,0.0
76561198048401235,86652701.4,61,0.0
76561198048401365,29892760.2,31,0.0
76561198048402871,14508669.700000001,15,0.0
76561198048403406,39911039.0,20,0.0
76561198048411611,0.0,0,0.0
76561198048412445,88463227.8,36,0.0
76561198048412465,53183849.1,48,0.0
76561198048414145,152080534.1,71,0.0
76561198048415572,13668897.7,15,0.0
76561198048415933,15959880.600000001,10,0.0
76561198048416787,12656537.5,16,0.0
76561198048416962,35651972.8,30,0.0
76561198048417105,34708314.3,11,36.36363636363637
76561198048418671,13011482.799999999,22,0.0
76561198048419460,1054944.0,1,0.0
76561198048422544,14045994.2,16,0.0
76561198048422769,0.0,0,0.0
76561198048423881,0.0,0,0.0
76561198048424818,713658.1000000001,4,0.0
76561198048429589,29015086.9,32,0.0
76561198048429936,257649077.9,132,0.0
76561198048430376,2561650.1,14,0.0
76561198048430846,0.0,1,0.0
76561198048430868,130241860.3,50,0.0
76561198048431923,24095083.8,18,0.0
76561198048432706,69769209.1,31,3.225806451612903
76561198048434306,1598103.9,3,0.0
76561198048435361,158496615.6,55,1.8181818181818181
76561198048437384,352272569.7,130,1.5384615384615385
76561198048437698,119225841.7,40,0.0
76561198048440326,19932985.8,11,0.0
76561198048443858,7699372.0,8,0.0
76561198048444188,10942.7,5,0.0
76561198048445908,95727508.9,67,0.0
76561198048446244,0.0,0,0.0
76561198048446536,14657936.799999999,7,0.0
76561198048448000,7774001.499999999,8,0.0
76561198048451004,19002441.5,24,0.0
76561198048459138,99620300.6,58,3.4482758620689653
76561198048466387,0.0,0,0.0
76561198048470761,54219412.3,61,0.0
76561198048487812,0.0,0,0.0
76561198048488563,0.0,0,0.0
76561198048489297,50902.7,2,0.0
76561198048491543,0.0,0,0.0
76561198048491595,134107835.9,79,1.2658227848101267
76561198048492223,0.0,1,0.0
76561198048493133,0.0,0,0.0
76561198048493945,0.0,7,0.0
76561198048494523,343706874.7,109,0.0
76561198048494718,70405085.1,56,0.0
76561198048495575,99265761.6,58,0.0
76561198048495843,32309483.599999998,20,5.0
76561198048496281,25040177.200000003,6,0.0
76561198048496459,1707573.0,2,0.0
76561198048496517,91908.0,3,0.0
76561198048498003,88897451.7,73,0.0
76561198048498433,26426156.700000003,7,0.0
76561198048499169,58561734.6,46,0.0
76561198048499812,30613102.6,52,0.0
76561198048502884,1054944.0,1,0.0
76561198048503920,159777476.7,112,0.8928571428571428
76561198048504173,22042602.9,16,0.0
76561198048504366,0.0,0,0.0
76561198048504980,14704209.299999999,13,0.0
76561198048505408,0.0,1,0.0
76561198048506699,0.0,1,0.0
76561198048506749,108642910.60000001,81,8.641975308641975
76561198048507792,85699636.8,36,0.0
76561198048507876,17255803.8,19,0.0
76561198048515088,2611957.3000000003,7,0.0
76561198048515776,333980403.5,47,0.0
76561198048521928,0.0,0,0.0
76561198048522134,657953.1,2,0.0
76561198048522348,3181379.5,3,0.0
76561198048527702,9536887.3,58,0.0
76561198048529546,30645436.4,21,0.0
76561198048557313,333408092.5,127,0.0
76561198048560315,3502882.7,8,0.0
76561198048567319,147633997.9,64,0.0
76561198048571729,49563441.3,39,0.0
76561198048571861,12393.8,1,0.0
76561198048572147,200556204.0,118,0.0
76561198048572239,8446202.1,8,0.0
76561198048574814,0.0,0,0.0
76561198048576871,0.0,0,0.0
76561198048577063,8964492.7,12,0.0
76561198048578169,103603438.0,32,0.0
76561198048578673,17526799.0,17,0.0
76561198048579527,85531502.6,40,0.0
76561198048580389,0.0,0,0.0
76561198048580681,24856313.599999998,20,0.0
76561198048584625,16105771.7,13,7.6923076923076925
76561198048587968,18003425.8,12,0.0
76561198048588244,515819045.8,179,0.5586592178770949
76561198048588710,2461679.6,18,0.0
76561198048589450,0.0,0,0.0
76561198048589724,121154499.9,43,0.0
76561198048590320,600865893.8,244,0.819672131147541
76561198048590526,0.0,0,0.0
76561198048591022,37370995.3,25,0.0
76561198048591148,39960.0,1,0.0
76561198048591384,15564937.4,30,3.3333333333333335
76561198048592484,21937.2,2,0.0
76561198048593808,173563858.1,122,0.0
76561198048597470,40045095.400000006,25,0.0
76561198048597734,206966757.3,50,0.0
76561198048599402,0.0,0,0.0
76561198048604866,0.0,1,0.0
76561198048617325,0.0,0,0.0
76561198048631873,6615102.899999999,1,0.0
76561198048632673,39960.0,1,0.0
76561198048633975,218461759.8,63,0.0
76561198048635461,0.0,0,0.0
76561198048637557,217216875.5,98,0.0
76561198048637570,0.0,0,0.0
76561198048638445,175240617.1,47,2.127659574468085
76561198048639473,29109313.3,27,0.0
76561198048639913,1145427.0,1,0.0
76561198048641171,31551731.5,22,0.0
76561198048641355,15742208.9,2,0.0
76561198048641701,110321933.4,39,0.0
76561198048645176,156087.2,1,0.0
76561198048646439,24561675.7,34,0.0
76561198048648934,3594832.1,19,0.0
76561198048650290,4737178.399999999,5,0.0
76561198048650430,15436161.5,16,0.0
76561198048650648,8757032.0,10,0.0
76561198048652482,84172.1,8,0.0
76561198048652656,39960.0,1,0.0
76561198048654412,8878612.2,9,0.0
76561198048654878,86485458.8,76,0.0
76561198048655768,19928590.8,32,0.0
76561198048656058,91400208.7,41,0.0
76561198048656890,27813856.6,18,0.0
76561198048667744,131200358.5,61,0.0
76561198048678719,26328439.9,20,0.0
76561198048685389,90196.5,2,0.0
76561198048686178,19237144.4,8,0.0
76561198048688983,0.0,0,0.0
76561198048689429,1065886.7,7,0.0
76561198048691067,0.0,0,0.0
76561198048691489,202437429.6,84,0.0
76561198048691905,90404957.9,74,1.3513513513513513
76561198048692161,182484512.9,113,0.0
76561198048693328,39203386.7,58,0.0
76561198048695403,25551296.2,13,0.0
76561198048696234,25368573.0,8,0.0
76561198048699007,5738628.3,11,0.0
76561198048701431,368700208.1,96,4.166666666666666
76561198048703180,52961819.4,49,0.0
76561198048703341,0.0,0,0.0
76561198048706290,0.0,0,0.0
76561198048709944,338616353.8,172,11.627906976744185
76561198048712102,368487145.2,125,1.6
76561198048713444,43371704.5,18,0.0
76561198048713880,94527326.3,91,0.0
76561198048715135,0.0,0,0.0
76561198048715162,20281595.9,19,0.0
76561198048724387,34633907.2,35,0.0
76561198048725542,77812574.7,54,0.0
76561198048737111,0.0,0,0.0
76561198048739595,34043377.1,39,0.0
76561198048741633,84273599.4,71,0.0
76561198048741857,128524361.8,88,0.0
76561198048742149,27004398.099999998,20,0.0
76561198048742559,12176170.3,8,0.0
76561198048742639,4752760.800000001,10,0.0
76561198048746179,45744018.4,34,2.941176470588235
76561198048747915,0.0,0,0.0
76561198048748031,0.0,0,0.0
76561198048748073,50954.5,8,0.0
76561198048749210,43392181.0,43,0.0
76561198048750619,14938.7,5,0.0
76561198048753249,154074214.4,52,0.0
76561198048754660,0.0,0,0.0
76561198048754997,1334854.1,2,0.0
76561198048756966,106622219.1,32,0.0
76561198048759104,26703242.2,19,0.0
76561198048760288,388747323.8,96,0.0
76561198048761092,7488261.6,3,0.0
76561198048762090,220897748.2,74,0.0
76561198048763482,146798063.5,76,0.0
76561198048769911,26625264.400000002,16,0.0
76561198048771036,0.0,0,0.0
76561198048784233,179866392.1,131,0.0
76561198048790095,25738459.599999998,18,0.0
76561198048794398,7478943.7,23,4.3478260869565215
76561198048799117,24760275.599999998,17,0.0
76561198048803383,0.0,0,0.0
76561198048804629,0.0,0,0.0
76561198048805360,1275978.7,5,0.0
76561198048805473,124542327.6,79,0.0
76561198048808239,236468684.3,94,0.0
76561198048809019,0.0,0,0.0
76561198048809840,225350994.1,68,1.4705882352941175
76561198048812205,848801.2000000001,5,0.0
76561198048812679,1623510.6,5,0.0
76561198048812714,0.0,0,0.0
76561198048812820,1733204.7,4,0.0
76561198048813790,82364906.1,55,5.454545454545454
76561198048819438,55800.2,7,0.0
76561198048819445,2489208.3000000003,7,0.0
76561198048821052,10994.5,1,0.0
76561198048824676,466704963.7,116,0.0
76561198048825251,109528601.2,51,0.0
76561198048826732,411194.3,1,0.0
76561198048827467,0.0,0,0.0
76561198048836408,0.0,0,0.0
76561198048836476,34558957.7,32,0.0
76561198048838842,0.0,0,0.0
76561198048852093,0.0,0,0.0
76561198048884166,102571811.9,50,0.0
76561198048892382,24798067.499999996,18,0.0
76561198048900256,94302232.3,37,0.0
76561198048907519,9506195.1,4,0.0
76561198048908488,38209579.6,18,0.0
76561198048909927,0.0,0,0.0
76561198048910181,36599373.9,23,0.0
76561198048910405,6796501.3,13,0.0
76561198048911821,61855335.3,20,5.0
76561198048912103,7747231.7,32,0.0
76561198048914395,0.0,0,0.0
76561198048914594,19824596.1,19,0.0
76561198048915951,112860736.69999999,43,0.0
76561198048915998,6598826.8,6,0.0
76561198048916426,0.0,0,0.0
76561198048916475,179736406.6,85,0.0
76561198048916540,0.0,0,0.0
76561198048919576,0.0,0,0.0
76561198048919800,138551660.1,58,0.0
76561198048919855,0.0,0,0.0
76561198048919921,0.0,0,0.0
76561198048922022,184588045.0,109,0.9174311926605505
76561198048922542,71066031.6,41,0.0
76561198048923072,64820816.099999994,33,0.0
76561198048923479,0.0,0,0.0
76561198048924458,64203511.5,14,0.0
76561198048924993,1362714.7,3,0.0
76561198048925150,40340014.0,45,0.0
76561198048927477,11958376.899999999,7,14.285714285714285
76561198048927740,314150349.4,85,0.0
76561198048927794,30900308.9,32,0.0
76561198048928948,3809516.0,9,0.0
76561198048929703,21821839.1,35,0.0
76561198048930530,24925287.8,16,0.0
76561198048930835,81465340.9,52,1.9230769230769231
76561198048932015,5145312.3,16,0.0
76561198048933509,468831464.3,201,0.0
76561198048934899,103955939.7,52,0.0
76561198048936153,140104632.6,62,0.0
76561198048936226,8816935.1,6,0.0
76561198048938829,10994.5,3,0.0
76561198048939542,96615349.5,38,2.631578947368421
76561198048944049,251889949.9,110,0.0
76561198048945491,305494799.2,117,0.0
76561198048946257,99703355.1,28,0.0
76561198048947345,44935124.4,24,0.0
76561198048954540,175869550.7,74,0.0
76561198048966483,10942.7,3,0.0
76561198048987460,2102985.5,10,0.0
76561198048989256,7764096.5,14,0.0
76561198048992856,0.0,0,0.0
76561198048996327,262511848.5,172,0.0
76561198049001557,86218203.0,50,0.0
76561198049005159,23710209.799999997,12,0.0
76561198049006187,18241823.8,13,0.0
76561198049006435,170287446.0,66,0.0
76561198049007719,10994.5,1,0.0
76561198049010199,0.0,0,0.0
76561198049012235,329457712.5,159,0.0
76561198049015882,5499746.3,10,0.0
76561198049016467,45832773.0,47,0.0
76561198049016930,33770144.3,32,0.0
76561198049017142,528665873.8,210,0.0
76561198049017429,3898456.8000000003,8,0.0
76561198049017958,48868999.1,48,0.0
76561198049019210,24510335.3,26,0.0
76561198049020289,60283146.4,55,0.0
76561198049020910,3049233.3,9,0.0
76561198049024840,1054944.0,1,0.0
76561198049027443,4797.599999999999,1,0.0
76561198049028241,81916052.2,39,2.564102564102564
76561198049029718,3996.0,1,0.0
76561198049030220,0.0,0,0.0
76561198049030669,1647946.0999999999,7,0.0
76561198049030673,649104.6,6,0.0
76561198049030917,4008289.0,7,0.0
76561198049031693,139525521.1,72,0.0
76561198049031829,82834243.5,87,0.0
76561198049035030,70310120.8,29,0.0
76561198049036232,25406734.7,39,0.0
76561198049036311,39948610.5,29,0.0
76561198049040692,2773654.4000000004,5,0.0
76561198049041002,194211287.9,66,0.0
76561198049042532,303356914.5,143,0.0
76561198049043120,27937530.5,26,0.0
76561198049043767,0.0,0,0.0
76561198049043977,0.0,0,0.0
76561198049044357,222777.0,1,0.0
76561198049044374,4692032.8,5,0.0
76561198049044809,321375557.9,106,0.0
76561198049046503,2316759.7,3,0.0
76561198049049834,10099432.9,19,0.0
76561198049052930,333281679.2,129,0.0
76561198049052949,98596020.39999999,33,0.0
76561198049063720,0.0,0,0.0
76561198049071042,3996.0,1,0.0
76561198049083026,15764712.7,28,0.0
76561198049088443,46584637.9,34,0.0
76561198049093949,254788636.0,116,2.586206896551724
76561198049098539,4376210.799999999,2,0.0
76561198049104801,35717135.4,52,1.9230769230769231
76561198049109326,34844267.1,26,0.0
76561198049111737,34248728.0,16,0.0
76561198049113566,0.0,0,0.0
76561198049113823,0.0,0,0.0
76561198049114274,67344.3,6,0.0
76561198049114403,7592559.7,9,0.0
76561198049116593,0.0,0,0.0
76561198049119943,156087.2,2,0.0
76561198049120366,9699386.8,7,0.0
76561198049120609,0.0,0,0.0
76561198049121915,71292020.2,32,0.0
76561198049123689,0.0,0,0.0
76561198049124073,0.0,0,0.0
76561198049124217,206784303.9,114,1.7543859649122806
76561198049126587,108236642.6,51,0.0
76561198049128211,23473907.0,24,0.0
76561198049128644,890154.7,3,0.0
76561198049129193,178105927.5,83,1.2048192771084338
76561198049129692,10994.5,12,0.0
76561198049130969,0.0,0,0.0
76561198049134396,327272.4,2,0.0
76561198049134912,65842227.4,29,0.0
76561198049136090,23411021.2,17,0.0
76561198049136422,0.0,2,50.0
76561198049136814,69819237.89999999,29,0.0
76561198049139428,33302510.2,23,0.0
76561198049139966,12586323.9,10,0.0
76561198049140044,26026958.0,12,0.0
76561198049141588,107524902.0,74,1.3513513513513513
76561198049144276,24427430.5,25,0.0
76561198049145338,10994.5,3,0.0
76561198049148992,0.0,0,0.0
76561198049156031,1518759.6,4,0.0
76561198049156662,28626571.2,18,0.0
76561198049181763,95774189.4,36,0.0
76561198049192579,25311911.8,32,0.0
76561198049200793,40168645.4,31,3.225806451612903
76561198049203790,18483223.3,18,0.0
76561198049207718,34928171.9,19,0.0
76561198049208579,5114101.2,5,0.0
76561198049209070,74533914.89999999,34,14.705882352941178
76561198049209835,0.0,0,0.0
76561198049210190,31033522.5,47,0.0
76561198049210303,61271561.099999994,28,0.0
76561198049210573,45454.5,3,0.0
76561198049210869,1707573.0,2,0.0
76561198049211447,5099032.499999999,3,0.0
76561198049211987,0.0,0,0.0
76561198049212163,0.0,0,0.0
76561198049212471,837082611.6999999,258,0.0
76561198049212550,12310708.399999999,27,0.0
76561198049213233,0.0,0,0.0
76561198049213525,0.0,0,0.0
76561198049216153,14131401.099999998,20,0.0
76561198049216777,317741427.7,92,0.0
76561198049218597,44175229.8,49,0.0
76561198049218723,997284.7,4,0.0
76561198049218759,17687716.0,30,0.0
76561198049222314,395772167.59999996,110,0.0
76561198049223407,204282442.1,67,0.0
76561198049227044,3829539.8,5,0.0
76561198049227192,1894142.9,14,0.0
76561198049227242,690654.5,6,0.0
76561198049228608,136272374.3,56,0.0
76561198049229739,10986910.9,18,0.0
76561198049230048,144257701.1,89,0.0
76561198049230116,1621786.7,6,0.0
76561198049230968,180418858.6,83,0.0
76561198049231632,154109722.4,85,0.0
76561198049232668,0.0,0,0.0
76561198049232670,45078036.699999996,34,0.0
76561198049234870,44055291.5,52,0.0
76561198049237610,171986273.2,73,0.0
76561198049245700,61411605.9,38,0.0
76561198049247299,63659722.1,49,0.0
76561198049253587,312243.8,1,0.0
76561198049254993,90244832.5,35,0.0
76561198049263987,3894822.9,11,0.0
76561198049264970,0.0,0,0.0
76561198049266433,95220967.6,68,0.0
76561198049268247,111026544.0,66,1.5151515151515151
76561198049268363,21937.2,2,0.0
76561198049268659,150594149.2,85,0.0
76561198049270433,168120667.5,55,1.8181818181818181
76561198049272839,92002716.0,67,2.9850746268656714
76561198049277266,29883404.300000004,17,0.0
76561198049278495,331723833.3,88,0.0
76561198049279243,0.0,0,0.0
76561198049281951,50902.7,19,0.0
76561198049282840,37084979.4,64,0.0
76561198049282946,129659924.39999999,74,0.0
76561198049284504,23582923.2,57,0.0
76561198049284962,75172075.9,33,0.0
76561198049285436,28091344.2,17,0.0
76561198049286974,28322337.3,25,0.0
76561198049287082,97086632.6,39,0.0
76561198049287674,1721224.5,8,0.0
76561198049288990,82909188.4,21,0.0
76561198049289880,83044083.2,36,0.0
76561198049290091,0.0,0,0.0
76561198049291386,150657702.7,81,0.0
76561198049293972,0.0,0,0.0
76561198049309439,37542326.1,51,0.0
76561198049317939,0.0,0,0.0
76561198049318927,0.0,1,0.0
76561198049319161,3374547.5,6,0.0
76561198049320489,141378527.6,74,1.3513513513513513
76561198049320969,83253049.2,53,1.8867924528301887
76561198049322071,57973213.199999996,26,0.0
76561198049322372,73674086.5,67,1.4925373134328357
76561198049323129,380759735.2,125,3.2
76561198049323164,15063272.799999999,6,0.0
76561198049327857,124304196.5,76,0.0
76561198049330006,3614944.9,7,0.0
76561198049333966,282168075.9,132,0.7575757575757576
76561198049338710,16324750.0,9,0.0
76561198049338760,16027763.4,16,0.0
76561198049339370,1011841.9999999999,3,0.0
76561198049341502,41824759.2,24,0.0
76561198049341530,3170385.0,9,0.0
76561198049341924,29774471.8,14,0.0
76561198049342500,16965621.9,17,0.0
76561198049343162,0.0,0,0.0
76561198049345182,60132237.8,31,0.0
76561198049369458,111836795.2,73,8.21917808219178
76561198049371221,0.0,0,0.0
76561198049372023,35468857.1,28,0.0
76561198049372377,45876201.4,29,0.0
76561198049373345,96206376.6,68,0.0
76561198049373958,0.0,0,0.0
76561198049374363,28552880.0,24,0.0
76561198049374991,27033946.9,18,0.0
76561198049376541,113623808.9,35,0.0
76561198049376687,52289420.0,37,0.0
76561198049376853,80545.6,16,0.0
76561198049378109,54237175.8,30,0.0
76561198049378581,201164932.6,81,0.0
76561198049379374,0.0,0,0.0
76561198049382078,12056839.8,13,0.0
76561198049382758,0.0,0,0.0
76561198049383274,190195713.8,74,0.0
76561198049384004,0.0,0,0.0
76561198049384405,62004354.4,61,0.0
76561198049385008,5932413.0,21,0.0
76561198049385710,0.0,0,0.0
76561198049385786,188615119.4,90,0.0
76561198049385848,320139742.7,68,0.0
76561198049387178,206989.90000000002,3,0.0
76561198049388162,5757048.2,5,0.0
76561198049390920,403922566.2,163,0.0
76561198049392308,25933.2,6,0.0
76561198049392366,0.0,0,0.0
76561198049400625,81007589.3,50,0.0
76561198049406078,30916759.299999997,32,0.0
76561198049411627,139682750.8,46,0.0
76561198049415770,21632942.9,11,9.090909090909092
76561198049420571,31203908.4,21,0.0
76561198049420867,1191352.2,21,0.0
76561198049424642,8225923.9,22,4.545454545454546
76561198049425405,160082879.6,88,0.0
76561198049426101,2266531.2,9,0.0
76561198049427243,25263346.0,16,0.0
76561198049427689,0.0,0,0.0
76561198049427761,36057486.0,25,4.0
76561198049429171,8750083.600000001,8,0.0
76561198049429587,0.0,0,0.0
76561198049430974,0.0,0,0.0
76561198049431613,68025341.6,33,0.0
76561198049432111,0.0,0,0.0
76561198049433169,179130398.8,57,0.0
76561198049433176,0.0,0,0.0
76561198049433180,0.0,0,0.0
76561198049433313,19708085.599999998,23,0.0
76561198049435011,154450298.6,79,2.5316455696202533
76561198049435064,0.0,2,0.0
76561198049435328,156087.2,2,0.0
76561198049436081,12568759.899999999,19,0.0
76561198049436438,8470720.8,19,0.0
76561198049438391,9121714.8,8,0.0
76561198049438589,125453885.5,106,0.0
76561198049439580,0.0,0,0.0
76561198049440268,1101856.5,7,0.0
76561198049440934,281305842.3,123,0.8130081300813009
76561198049441087,0.0,0,0.0
76561198049442465,58877079.7,20,0.0
76561198049443603,117175402.8,31,0.0
76561198049447285,0.0,4,0.0
76561198049453568,5543183.3,3,0.0
76561198049454147,157993080.0,82,0.0
76561198049456280,218260309.0,108,0.0
76561198049458838,0.0,0,0.0
76561198049480521,4282352.3,15,0.0
76561198049488471,1378192.8000000003,6,0.0
76561198049490427,84482344.9,60,0.0
76561198049491579,212039832.0,111,0.0
76561198049492995,80171784.7,24,0.0
76561198049498953,0.0,0,0.0
76561198049499068,45163872.9,26,0.0
76561198049499873,49130470.300000004,23,0.0
76561198049500058,2041286.0,5,0.0
76561198049500404,0.0,0,0.0
76561198049502803,17147983.2,24,0.0
76561198049503316,0.0,0,0.0
76561198049506705,0.0,0,0.0
76561198049506921,46001121.9,16,0.0
76561198049511816,130238190.1,74,0.0
76561198049512976,90331482.9,56,0.0
76561198049513136,64227577.099999994,34,0.0
76561198049513212,0.0,0,0.0
76561198049514184,104029481.3,72,0.0
76561198049516830,129244370.19999999,103,0.0
76561198049519948,10994.5,3,0.0
76561198049521478,28983498.5,26,7.6923076923076925
76561198049522160,0.0,0,0.0
76561198049522721,12392266.5,11,0.0
76561198049523484,47741643.900000006,11,0.0
76561198049523494,77029869.6,38,0.0
76561198049524520,48042545.2,44,2.272727272727273
76561198049525683,19804775.1,23,0.0
76561198049527890,3256469.4,2,0.0
76561198049529063,6103242.899999999,4,0.0
76561198049529520,168183447.0,52,0.0
76561198049534442,41669846.5,24,0.0
76561198049546979,9297306.5,8,0.0
76561198049550973,50954.5,2,0.0
76561198049551973,475009062.2,156,0.0
76561198049552550,193322616.2,101,0.0
76561198049555951,1011893.7999999999,2,0.0
76561198049556885,147133395.4,75,2.666666666666667
76561198049558541,123136840.6,30,0.0
76561198049558661,50737959.1,18,0.0
76561198049558719,6260068.399999999,1,0.0
76561198049559987,27108805.2,19,0.0
76561198049560135,197816846.2,71,0.0
76561198049560535,13649168.2,21,0.0
76561198049562510,37315656.2,8,0.0
76561198049562601,102812487.9,68,1.4705882352941175
76561198049563363,50902.7,8,0.0
76561198049564207,0.0,1,0.0
76561198049564546,37108775.7,19,0.0
76561198049566561,0.0,0,0.0
76561198049567611,41836313.2,27,0.0
76561198049567994,145606229.7,80,0.0
76561198049568038,0.0,0,0.0
76561198049569080,7956347.0,1,0.0
76561198049569614,302987430.8,83,0.0
76561198049570163,48810701.9,43,0.0
76561198049573044,64119972.3,41,0.0
76561198049573778,2821575.6,4,0.0
76561198049573884,12563286.2,9,0.0
76561198049573978,133226270.3,48,0.0
76561198049574468,29472961.0,17,0.0
76561198049574898,0.0,0,0.0
76561198049577774,66694.8,6,0.0
76561198049578952,331835030.9,88,2.272727272727273
76561198049579456,20126676.9,20,0.0
76561198049583230,31322450.799999997,31,0.0
76561198049592408,0.0,0,0.0
76561198049600061,16678110.0,21,0.0
76561198049603541,50366499.3,32,0.0
76561198049605085,19622001.9,23,0.0
76561198049605469,3499446.0,11,0.0
76561198049606063,0.0,0,0.0
76561198049606449,5189204.1,5,0.0
76561198049606607,0.0,0,0.0
76561198049607545,76592513.7,27,0.0
76561198049609745,22516494.099999998,15,0.0
76561198049611634,50902.7,18,0.0
76561198049613107,0.0,0,0.0
76561198049614185,207352612.3,128,2.34375
76561198049616002,302261869.3,139,0.7194244604316548
76561198049616599,9773910.6,4,0.0
76561198049617612,181451794.2,67,0.0
76561198049618242,61742424.2,33,0.0
76561198049618588,16438703.399999999,16,0.0
76561198049619425,1149029.9,9,0.0
76561198049621000,105272325.5,52,0.0
76561198049621040,162436972.2,91,0.0
76561198049621286,17080566.2,13,0.0
76561198049621824,12970901.6,10,0.0
76561198049622786,0.0,0,0.0
76561198049623068,142710275.9,53,0.0
76561198049623576,28693856.0,43,2.3255813953488373
76561198049623994,61807398.2,30,3.3333333333333335
76561198049639182,43651437.3,16,0.0
76561198049642277,48677276.800000004,16,12.5
76561198049642295,10942.7,4,0.0
76561198049644013,203498.19999999998,2,0.0
76561198049648415,371578553.9,170,0.0
76561198049648457,452007.4,6,0.0
76561198049648679,0.0,0,0.0
76561198049649087,1054944.0,3,0.0
76561198049650989,682176291.9,290,0.3448275862068966
76561198049651985,42409778.9,20,0.0
76561198049652401,402227260.4,222,0.45045045045045046
76561198049656290,48527563.900000006,24,0.0
76561198049656581,4060649.0,8,0.0
76561198049656619,34724193.4,28,0.0
76561198049658168,0.0,0,0.0
76561198049658967,11079604.6,10,0.0
76561198049660885,122132042.0,42,0.0
76561198049661844,0.0,0,0.0
76561198049662128,85774808.7,36,0.0
76561198049662892,153831234.0,77,1.2987012987012987
76561198049664672,0.0,0,0.0
76561198049664996,10994.5,2,0.0
76561198049665282,94712757.5,58,0.0
76561198049665530,70329637.39999999,48,0.0
76561198049666047,50517778.8,32,3.125
76561198049666852,0.0,0,0.0
76561198049669102,21359412.1,16,0.0
76561198049669948,102083099.2,57,0.0
76561198049669954,109010451.89999999,59,0.0
76561198049670992,56895385.1,38,0.0
76561198049671764,21818203.299999997,31,0.0
76561198049675794,18168793.0,31,0.0
